(:VERSION 2 :FORMAT :FULL :USER SEM :UNIVERSAL-TIME 3532253671
 :AEROBICITY UNKNOWN :PRIOR-PROTEIN-COUNT 2854 :GUI-OPTIONS NIL)
(10403S_RAST :ACCEPTED LMRG_00501-MONOMER NIL (TRANS-RXNAB3-1) (MO+2) () PROTON IMPORT SECONDARY "permease" NIL NIL NIL NIL "fig002718: molybdenum transport system permease protein modb (tc 3.a.1.8.1)")
(10403S_RAST :ACCEPTED LMRG_01577-MONOMER NIL (RXN-5076) (XANTHINE) () PROTON IMPORT SECONDARY "permease" NIL NIL NIL NIL "xanthine/uracil/thiamine/ascorbate permease family protein")
(10403S_RAST :ACCEPTED LMRG_01577-MONOMER NIL (TRANS-RXN-132) (URACIL) () PROTON IMPORT SECONDARY "permease" NIL NIL NIL NIL "xanthine/uracil/thiamine/ascorbate permease family protein")
(10403S_RAST :ACCEPTED LMRG_01577-MONOMER NIL (TRANS-RXNAB3-3) (THIAMINE) () PROTON IMPORT SECONDARY "permease" NIL NIL NIL NIL "xanthine/uracil/thiamine/ascorbate permease family protein")
(10403S_RAST :ACCEPTED LMRG_01577-MONOMER NIL (TRANS-RXNAB3-2) (ASCORBATE) () PROTON IMPORT SECONDARY "permease" NIL NIL NIL NIL "xanthine/uracil/thiamine/ascorbate permease family protein")
(10403S_RAST :ACCEPTED LMRG_00456-MONOMER NIL (TRANS-RXNAB3-4) (|Sugar|) () () IMPORT ATP "abc" NIL NIL NIL NIL "fig172571: sugar abc transporter, sugar-binding protein")
(10403S_RAST :ACCEPTED LMRG_00093-MONOMER NIL (TRANS-RXNAB3-5) (|Fructose|) () |Fructose| IMPORT PTS "pts" NIL NIL NIL NIL "pts system, fructose-specific, iic component")
(10403S_RAST :ACCEPTED LMRG_01350-MONOMER NIL (TRANS-RXNAB3-6) (|Aminoglycosides|) () |Aminoglycosides| IMPORT PTS "phosphotransferase" NIL NIL NIL NIL "fig001733: aminoglycoside phosphotransferase family protein")
(10403S_RAST :ACCEPTED LMRG_01819-MONOMER NIL (TRANS-RXNAB3-7) (CPD0-2241) () () IMPORT ATP "atp-binding" NIL NIL NIL NIL "ferrichrome transport atp-binding protein fhuc (tc 3.a.1.14.3)")
(10403S_RAST :ACCEPTED LMRG_02195-MONOMER NIL (TRANS-RXNAB3-9) (LACTOSE) () LACTOSE-6P IMPORT PTS "pts" NIL NIL NIL NIL "fig006895: pts system, lactose/cellobiose specific iib subunit")
(10403S_RAST :ACCEPTED LMRG_02195-MONOMER NIL (TRANS-RXNAB3-8) (CELLOBIOSE) () LACTOSE-6P IMPORT PTS "pts" NIL NIL NIL NIL "fig006895: pts system, lactose/cellobiose specific iib subunit")
(10403S_RAST :ACCEPTED LMRG_00651-MONOMER NIL (TRANS-RXN-141A) (CO+2) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "additional substrate-specific component cbin of cobalt ecf transporter")
(10403S_RAST :ACCEPTED LMRG_02685-MONOMER NIL (TRANS-RXNAB3-10) (HIS) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "sensor histidine kinase colocalized with hrtab transporter")
(10403S_RAST :ACCEPTED LMRG_00098-MONOMER NIL (TRANS-RXN0-470) (|Pi|) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "pit family inorganic phosphate transporter")
(10403S_RAST :ACCEPTED LMRG_01031-MONOMER NIL (RXN-5076) (XANTHINE) () PROTON IMPORT SECONDARY "permease" NIL NIL #<|GO:0005215| class frame in 10403S_RASTBASE[F]
                                                                                                                    @
                                                                                                                    #x12630fca2> NIL "xanthine permease")
(10403S_RAST :ACCEPTED LMRG_00241-MONOMER NIL (TRANS-RXN-141) (MG+2) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "fig010969: magnesium transporter, cora family")
(10403S_RAST :ACCEPTED LMRG_00610-MONOMER NIL (TRANS-RXNAB3-11) (GLYCEROL) () PROTON IMPORT SECONDARY "facilitator" NIL NIL #<|GO:0005215| class frame in 10403S_RASTBASE[F]
                                                                                                                              @
                                                                                                                              #x12630fca2> NIL "glycerol uptake facilitator protein @ propanediol diffusion facilitator")
(10403S_RAST :ACCEPTED LMRG_00881-MONOMER NIL (TRANS-RXNAB3-12) (THIAMINE) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "fig011622: substrate-specific component thit of thiamin ecf transporter")
(10403S_RAST :ACCEPTED LMRG_02123-MONOMER NIL (TRANS-RXN-143) (K+) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "trk system potassium uptake protein trka")
(10403S_RAST :ACCEPTED LMRG_00547-MONOMER NIL (TRANS-RXNAB3-13) (CPD-1111) () "CDP-ribitol-6-phosphate" IMPORT PTS "phosphotransferase" NIL NIL NIL NIL "cdp-ribitol:poly(ribitol phosphate) ribitol phosphotransferase")
(10403S_RAST :ACCEPTED LMRG_00148-MONOMER NIL (TRANS-RXN-116) (CYTOSINE) () PROTON IMPORT SECONDARY "permease" NIL NIL NIL NIL "cytosine/purine/uracil/thiamine/allantoin permease family protein")
(10403S_RAST :ACCEPTED LMRG_00148-MONOMER NIL (TRANS-RXNAB3-15) (|Purines|) () PROTON IMPORT SECONDARY "permease" NIL NIL NIL NIL "cytosine/purine/uracil/thiamine/allantoin permease family protein")
(10403S_RAST :ACCEPTED LMRG_00148-MONOMER NIL (TRANS-RXN-132) (URACIL) () PROTON IMPORT SECONDARY "permease" NIL NIL NIL NIL "cytosine/purine/uracil/thiamine/allantoin permease family protein")
(10403S_RAST :ACCEPTED LMRG_00148-MONOMER NIL (TRANS-RXNAB3-3) (THIAMINE) () PROTON IMPORT SECONDARY "permease" NIL NIL NIL NIL "cytosine/purine/uracil/thiamine/allantoin permease family protein")
(10403S_RAST :ACCEPTED LMRG_00148-MONOMER NIL (TRANS-RXNAB3-14) (ALLANTOIN) () PROTON IMPORT SECONDARY "permease" NIL NIL NIL NIL "cytosine/purine/uracil/thiamine/allantoin permease family protein")
(10403S_RAST :ACCEPTED LMRG_02384-MONOMER NIL (TRANS-RXNAB3-16) (OLIGOPEPTIDES) () () IMPORT ATP "abc" NIL NIL NIL NIL "fig024537: oligopeptide abc transporter, periplasmic oligopeptide-binding protein oppa (tc 3.a.1.5.1)")
(10403S_RAST :ACCEPTED LMRG_02607-MONOMER NIL (TRANS-RXNAB3-17) (OLIGOPEPTIDES) () PROTON IMPORT SECONDARY "permease" NIL NIL NIL NIL "fig003184: oligopeptide transport system permease protein oppc (tc 3.a.1.5.1)")
(10403S_RAST :ACCEPTED LMRG_01749-MONOMER NIL (3.6.3.27-RXN) (|Pi|) () () IMPORT ATP "abc" NIL NIL NIL NIL "phosphate abc transporter, periplasmic phosphate-binding protein psts (tc 3.a.1.7.1)")
(10403S_RAST :ACCEPTED LMRG_02046-MONOMER NIL (TRANS-RXN-14) (CPD-69) () PROTON IMPORT SECONDARY "permease" NIL NIL NIL NIL "fig010014: cyanate permease")
(10403S_RAST :ACCEPTED LMRG_02699-MONOMER NIL (TRANS-RXNAB3-16) (OLIGOPEPTIDES) () () IMPORT ATP "abc" NIL NIL NIL NIL "fig024537: oligopeptide abc transporter, periplasmic oligopeptide-binding protein oppa (tc 3.a.1.5.1)")
(10403S_RAST :ACCEPTED LMRG_02705-MONOMER NIL (TRANS-RXNAB3-18) (CPD-13337) () PROTON IMPORT SECONDARY "permease" NIL NIL NIL NIL "4-oxalocrotonate tautomerase (ec 5.3.2.-); xylose transport system permease protein xylh")
(10403S_RAST :ACCEPTED LMRG_02397-MONOMER NIL (TRANS-RXNAB3-16) (OLIGOPEPTIDES) () () IMPORT ATP "abc" NIL NIL NIL NIL "fig024537: oligopeptide abc transporter, periplasmic oligopeptide-binding protein oppa (tc 3.a.1.5.1)")
(10403S_RAST :ACCEPTED LMRG_00535-MONOMER NIL (ABC-5-RXN) (COB-I-ALAMIN) () () IMPORT ATP "abc" NIL NIL NIL NIL "fig016684: vitamin b12 abc transporter, b12-binding component btuf")
(10403S_RAST :ACCEPTED LMRG_00475-MONOMER NIL (TRANS-RXNAB3-21) (D-SERINE) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "d-serine/d-alanine/glycine transporter")
(10403S_RAST :ACCEPTED LMRG_00475-MONOMER NIL (TRANS-RXNAB3-20) (D-ALANINE) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "d-serine/d-alanine/glycine transporter")
